Conditional fertility rates by calendar year, age and birth order
Last modified: 23/05/2024
Code Year  Age       m1x       m2x       m3x       m4x      m5px
AUT  2000   44   0.00133   0.00163   0.00056   0.00176   0.00402
AUT  2000   45   0.00024   0.00055   0.00015   0.00023   0.00193
AUT  2000   46   0.00052   0.00008   0.00005   0.00058   0.00047
AUT  2000   47   0.00000   0.00000   0.00005   0.00000   0.00023
AUT  2000   48   0.00000   0.00000   0.00000   0.00000   0.00000
AUT  2000   49   0.00000   0.00000   0.00000   0.00000   0.00000
AUT  2000   50   0.00000   0.00000   0.00000   0.00000   0.00020
AUT  2000   51   0.00000   0.00000   0.00000   0.00000   0.00000
AUT  2000   52   0.00000   0.00000   0.00000   0.00000   0.00000
AUT  2000   53   0.00000   0.00000   0.00000   0.00000   0.00000
AUT  2000   54   0.00000   0.00000   0.00000   0.00000   0.00000
AUT  2000   55+  0.00000   0.00000   0.00007   0.00000   0.00000
AUT  2001   12-  0.00000         .         .         .         .
AUT  2001   13   0.00002         .         .         .         .
AUT  2001   14   0.00018         .         .         .         .
AUT  2001   15   0.00178   0.02523         .         .         .
AUT  2001   16   0.00484   0.01842         .         .         .
AUT  2001   17   0.01065   0.05864   0.00000         .         .
AUT  2001   18   0.01871   0.06684   0.04407         .         .
AUT  2001   19   0.02755   0.07168   0.07568   0.08618         .
AUT  2001   20   0.03731   0.11004   0.08959   0.17530         .
AUT  2001   21   0.04311   0.12652   0.07193   0.10481   0.11665
AUT  2001   22   0.04936   0.13830   0.08207   0.09415   0.04912
AUT  2001   23   0.05533   0.14514   0.06092   0.05799   0.17032
AUT  2001   24   0.06239   0.14450   0.06915   0.09434   0.10222
AUT  2001   25   0.06855   0.15269   0.06987   0.06503   0.08304
AUT  2001   26   0.08085   0.15377   0.06250   0.07394   0.08350
AUT  2001   27   0.08372   0.15459   0.05854   0.06477   0.11399
AUT  2001   28   0.08542   0.15147   0.05793   0.05275   0.07396
AUT  2001   29   0.08876   0.14424   0.05065   0.05208   0.07824
AUT  2001   30   0.09098   0.13362   0.04590   0.04997   0.06988
AUT  2001   31   0.08482   0.12458   0.04116   0.04474   0.05058
AUT  2001   32   0.07454   0.10853   0.03740   0.03418   0.05372
AUT  2001   33   0.06742   0.09422   0.03348   0.03910   0.05006
AUT  2001   34   0.06076   0.07674   0.02723   0.03117   0.03865
AUT  2001   35   0.04895   0.06126   0.02598   0.02591   0.03895
AUT  2001   36   0.04200   0.04579   0.01895   0.02244   0.03480
AUT  2001   37   0.03142   0.03363   0.01610   0.01711   0.02928
AUT  2001   38   0.02361   0.02723   0.01260   0.01447   0.02571
AUT  2001   39   0.01798   0.01930   0.00894   0.00994   0.02112
AUT  2001   40   0.01311   0.01184   0.00715   0.01015   0.01700
AUT  2001   41   0.00919   0.00803   0.00433   0.00718   0.01032
AUT  2001   42   0.00539   0.00403   0.00246   0.00336   0.00851
AUT  2001   43   0.00264   0.00261   0.00169   0.00266   0.00594
AUT  2001   44   0.00157   0.00134   0.00090   0.00128   0.00409
AUT  2001   45   0.00066   0.00022   0.00056   0.00055   0.00306
AUT  2001   46   0.00012   0.00024   0.00030   0.00045   0.00121
AUT  2001   47   0.00026   0.00016   0.00010   0.00000   0.00047
AUT  2001   48   0.00000   0.00000   0.00000   0.00000   0.00000
AUT  2001   49   0.00000   0.00000   0.00000   0.00000   0.00023
AUT  2001   50   0.00015   0.00009   0.00000   0.00000   0.00000
AUT  2001   51   0.00000   0.00000   0.00000   0.00000   0.00040
AUT  2001   52   0.00000   0.00000   0.00000   0.00000   0.00000
AUT  2001   53   0.00000   0.00000   0.00000   0.00000   0.00000
AUT  2001   54   0.00000   0.00000   0.00000   0.00000   0.00000
AUT  2001   55+  0.00022   0.00000   0.00000   0.00000   0.00000
AUT  2002   12-  0.00000         .         .         .         .
AUT  2002   13   0.00002         .         .         .         .
AUT  2002   14   0.00024   0.00000         .         .         .
AUT  2002   15   0.00164   0.02067         .         .         .
AUT  2002   16   0.00540   0.02607         .         .         .
AUT  2002   17   0.01041   0.04496   0.00000         .         .
AUT  2002   18   0.01790   0.08028   0.09036         .         .
AUT  2002   19   0.02774   0.08968   0.07551   0.09507         .
AUT  2002   20   0.03637   0.11321   0.08817   0.08804         .
AUT  2002   21   0.04263   0.12814   0.08344   0.05849   0.00000
AUT  2002   22   0.05014   0.13642   0.07668   0.07397   0.06326
AUT  2002   23   0.05467   0.15266   0.08494   0.12064   0.04694
AUT  2002   24   0.06075   0.15759   0.07722   0.08290   0.14160
AUT  2002   25   0.06743   0.17246   0.07822   0.09203   0.08032
AUT  2002   26   0.07555   0.15637   0.07308   0.07168   0.13944
AUT  2002   27   0.08495   0.15942   0.06520   0.07478   0.10157
AUT  2002   28   0.09026   0.15704   0.06332   0.06011   0.08570
AUT  2002   29   0.09433   0.15505   0.05771   0.06226   0.08845
AUT  2002   30   0.09279   0.14379   0.05117   0.05607   0.08181
AUT  2002   31   0.08866   0.13251   0.04499   0.05547   0.05331
AUT  2002   32   0.08455   0.11278   0.04258   0.04422   0.05319
AUT  2002   33   0.07235   0.09921   0.03419   0.04095   0.04780
AUT  2002   34   0.06213   0.08354   0.03327   0.03598   0.04920
AUT  2002   35   0.05464   0.06815   0.02423   0.02576   0.04429
AUT  2002   36   0.04451   0.05037   0.02425   0.02508   0.03765
AUT  2002   37   0.03349   0.04156   0.01710   0.02085   0.03451
AUT  2002   38   0.02862   0.03111   0.01294   0.01678   0.02593
AUT  2002   39   0.02251   0.02147   0.00965   0.01222   0.02430
AUT  2002   40   0.01508   0.01456   0.00818   0.00961   0.01621
AUT  2002   41   0.00753   0.00914   0.00458   0.00573   0.01396
AUT  2002   42   0.00549   0.00464   0.00315   0.00459   0.00900
AUT  2002   43   0.00328   0.00239   0.00177   0.00324   0.00578
AUT  2002   44   0.00122   0.00099   0.00067   0.00180   0.00271
AUT  2002   45   0.00063   0.00078   0.00036   0.00085   0.00096
AUT  2002   46   0.00055   0.00030   0.00023   0.00044   0.00024
AUT  2002   47   0.00012   0.00008   0.00005   0.00034   0.00024
AUT  2002   48   0.00013   0.00000   0.00010   0.00000   0.00047
AUT  2002   49   0.00000   0.00000   0.00000   0.00000   0.00000
AUT  2002   50   0.00000   0.00000   0.00000   0.00000   0.00023
AUT  2002   51   0.00000   0.00000   0.00000   0.00000   0.00000
AUT  2002   52   0.00000   0.00000   0.00000   0.00000   0.00020
AUT  2002   53   0.00000   0.00000   0.00000   0.00000   0.00000
AUT  2002   54   0.00000   0.00000   0.00000   0.00000   0.00000
AUT  2002   55+  0.00015   0.00008   0.00000   0.00000   0.00000
AUT  2003   12-  0.00000         .         .         .         .
AUT  2003   13   0.00006         .         .         .         .
AUT  2003   14   0.00028   0.00000         .         .         .
AUT  2003   15   0.00142   0.05947         .         .         .
AUT  2003   16   0.00472   0.08039   0.14295         .         .
AUT  2003   17   0.00971   0.04452   0.00000         .         .
AUT  2003   18   0.01762   0.07933   0.04177         .         .
AUT  2003   19   0.02668   0.08507   0.06809   0.00000         .
AUT  2003   20   0.03299   0.10824   0.07062   0.15222         .
AUT  2003   21   0.04126   0.11306   0.06958   0.03680   0.00000
AUT  2003   22   0.04608   0.13151   0.07676   0.09630   0.08746
AUT  2003   23   0.05027   0.14169   0.07204   0.05969   0.13073
AUT  2003   24   0.05860   0.15972   0.07530   0.09771   0.15890
AUT  2003   25   0.06791   0.15800   0.07165   0.08327   0.11812
AUT  2003   26   0.07326   0.16145   0.07115   0.07867   0.09796
AUT  2003   27   0.08268   0.15533   0.06868   0.06875   0.07855
AUT  2003   28   0.08611   0.16310   0.06385   0.05747   0.06404
AUT  2003   29   0.09008   0.15526   0.05777   0.05807   0.08471
AUT  2003   30   0.09498   0.14410   0.05363   0.05271   0.07664
AUT  2003   31   0.08958   0.12922   0.05049   0.04944   0.06056
AUT  2003   32   0.08064   0.11872   0.04044   0.04455   0.07081
AUT  2003   33   0.06753   0.10150   0.03553   0.03782   0.05253
AUT  2003   34   0.06506   0.08926   0.03288   0.03137   0.04711
AUT  2003   35   0.05562   0.07429   0.02780   0.03267   0.04448
AUT  2003   36   0.04883   0.05473   0.02375   0.02305   0.03852
AUT  2003   37   0.03806   0.04102   0.01878   0.02316   0.04279
AUT  2003   38   0.02874   0.02897   0.01402   0.01586   0.03304
AUT  2003   39   0.02186   0.02063   0.01132   0.01506   0.01726
AUT  2003   40   0.01484   0.01481   0.00849   0.00961   0.01654
AUT  2003   41   0.01122   0.00857   0.00525   0.00675   0.01462
AUT  2003   42   0.00593   0.00625   0.00328   0.00340   0.00967
AUT  2003   43   0.00248   0.00232   0.00176   0.00336   0.00563
AUT  2003   44   0.00164   0.00130   0.00116   0.00178   0.00455
AUT  2003   45   0.00030   0.00070   0.00045   0.00053   0.00319
AUT  2003   46   0.00021   0.00021   0.00023   0.00075   0.00096
AUT  2003   47   0.00000   0.00000   0.00000   0.00011   0.00023
AUT  2003   48   0.00000   0.00008   0.00005   0.00000   0.00024
AUT  2003   49   0.00013   0.00008   0.00005   0.00012   0.00000
AUT  2003   50   0.00000   0.00000   0.00000   0.00000   0.00023
AUT  2003   51   0.00000   0.00000   0.00000   0.00000   0.00000
AUT  2003   52   0.00000   0.00000   0.00000   0.00000   0.00000
AUT  2003   53   0.00000   0.00000   0.00000   0.00000   0.00000
AUT  2003   54   0.00000   0.00000   0.00000   0.00000   0.00000
AUT  2003   55+  0.00000   0.00000   0.00000   0.00000   0.00000
AUT  2004   12-  0.00000         .         .         .         .
AUT  2004   13   0.00004         .         .         .         .
AUT  2004   14   0.00032   0.00000         .         .         .
AUT  2004   15   0.00159   0.06126         .         .         .
AUT  2004   16   0.00473   0.03203   0.00000         .         .
AUT  2004   17   0.01029   0.04646   0.11734         .         .
AUT  2004   18   0.01711   0.09109   0.05247         .         .
AUT  2004   19   0.02896   0.09109   0.05454   0.10446         .
AUT  2004   20   0.03419   0.10497   0.08848   0.06127         .
AUT  2004   21   0.03939   0.13006   0.08436   0.12590   0.28396
AUT  2004   22   0.04536   0.14639   0.07415   0.06001   0.18160
AUT  2004   23   0.05232   0.14597   0.07708   0.08934   0.07073
AUT  2004   24   0.05928   0.16247   0.08231   0.07383   0.03897
AUT  2004   25   0.06635   0.16581   0.07635   0.08255   0.09553
AUT  2004   26   0.07275   0.16029   0.06996   0.08387   0.08709
AUT  2004   27   0.08315   0.16320   0.07391   0.08251   0.08220
AUT  2004   28   0.08459   0.16222   0.06832   0.07730   0.07629
AUT  2004   29   0.09043   0.16176   0.06291   0.06922   0.09445
AUT  2004   30   0.09650   0.15561   0.05479   0.05332   0.08581
AUT  2004   31   0.09373   0.14121   0.04965   0.05713   0.07396
AUT  2004   32   0.08516   0.12230   0.04210   0.04869   0.06616
AUT  2004   33   0.07252   0.10525   0.03987   0.04239   0.06751
AUT  2004   34   0.06795   0.09136   0.03332   0.03505   0.04947
AUT  2004   35   0.06157   0.07433   0.02844   0.03461   0.04158
AUT  2004   36   0.04904   0.06346   0.02386   0.02555   0.04560
AUT  2004   37   0.03948   0.04518   0.01823   0.02244   0.03872
AUT  2004   38   0.03204   0.03403   0.01410   0.01717   0.03519
AUT  2004   39   0.02407   0.02508   0.01118   0.01744   0.03008
AUT  2004   40   0.01522   0.01605   0.00667   0.01092   0.01636
AUT  2004   41   0.00981   0.00924   0.00461   0.00651   0.01438
AUT  2004   42   0.00639   0.00652   0.00314   0.00473   0.01141
AUT  2004   43   0.00297   0.00354   0.00141   0.00289   0.00597
AUT  2004   44   0.00174   0.00139   0.00105   0.00203   0.00628
AUT  2004   45   0.00058   0.00048   0.00030   0.00052   0.00119
AUT  2004   46   0.00030   0.00028   0.00031   0.00042   0.00049
AUT  2004   47   0.00021   0.00000   0.00009   0.00000   0.00024
AUT  2004   48   0.00022   0.00007   0.00000   0.00000   0.00023
AUT  2004   49   0.00000   0.00000   0.00005   0.00000   0.00000
AUT  2004   50   0.00000   0.00000   0.00000   0.00000   0.00024
AUT  2004   51   0.00000   0.00000   0.00000   0.00000   0.00023
AUT  2004   52   0.00000   0.00000   0.00000   0.00000   0.00000
AUT  2004   53   0.00000   0.00000   0.00000   0.00000   0.00000
AUT  2004   54   0.00000   0.00000   0.00005   0.00012   0.00000
AUT  2004   55+  0.00000   0.00008   0.00005   0.00000   0.00000
AUT  2005   12-  0.00000         .         .         .         .
AUT  2005   13   0.00000         .         .         .         .
AUT  2005   14   0.00006         .         .         .         .
AUT  2005   15   0.00130   0.04039         .         .         .
AUT  2005   16   0.00393   0.04181   0.18039         .         .
AUT  2005   17   0.00935   0.03397   0.00000         .         .
AUT  2005   18   0.01799   0.06936   0.07963         .         .
AUT  2005   19   0.02626   0.10043   0.10488   0.08619         .
AUT  2005   20   0.03273   0.10164   0.08377   0.02897         .
AUT  2005   21   0.03806   0.11352   0.09654   0.06911   0.00000
AUT  2005   22   0.04125   0.12719   0.08986   0.13266   0.14102
AUT  2005   23   0.05019   0.14582   0.07841   0.10734   0.09719
AUT  2005   24   0.05538   0.15379   0.08559   0.09011   0.08803
AUT  2005   25   0.06606   0.16593   0.07457   0.08054   0.12889
AUT  2005   26   0.07258   0.15950   0.07556   0.08094   0.12163
AUT  2005   27   0.07810   0.15816   0.07228   0.07781   0.07905
AUT  2005   28   0.08343   0.16457   0.06549   0.06089   0.10784
AUT  2005   29   0.09165   0.16039   0.06234   0.06523   0.09597
AUT  2005   30   0.09200   0.14521   0.05727   0.06091   0.07264
AUT  2005   31   0.09337   0.14010   0.04886   0.05214   0.06923
AUT  2005   32   0.08467   0.12977   0.04986   0.04825   0.05612
AUT  2005   33   0.08094   0.11693   0.04097   0.04318   0.06016
AUT  2005   34   0.06971   0.09880   0.03419   0.04047   0.04835
AUT  2005   35   0.06103   0.07914   0.03060   0.03227   0.05169
AUT  2005   36   0.05253   0.06411   0.02100   0.02673   0.04088
AUT  2005   37   0.04191   0.04765   0.01933   0.02203   0.04005
AUT  2005   38   0.03271   0.03621   0.01523   0.01732   0.03399
AUT  2005   39   0.02286   0.02602   0.01166   0.01538   0.02694
AUT  2005   40   0.01681   0.01703   0.00763   0.01250   0.02107
AUT  2005   41   0.01123   0.00939   0.00498   0.00721   0.01748
AUT  2005   42   0.00616   0.00665   0.00358   0.00482   0.00940
AUT  2005   43   0.00291   0.00316   0.00154   0.00275   0.00759
AUT  2005   44   0.00140   0.00173   0.00052   0.00149   0.00379
AUT  2005   45   0.00101   0.00093   0.00046   0.00061   0.00162
AUT  2005   46   0.00019   0.00014   0.00034   0.00073   0.00166
AUT  2005   47   0.00041   0.00007   0.00004   0.00011   0.00073
AUT  2005   48   0.00010   0.00000   0.00000   0.00000   0.00000
AUT  2005   49   0.00011   0.00000   0.00005   0.00000   0.00023
AUT  2005   50   0.00024   0.00000   0.00000   0.00000   0.00000
AUT  2005   51   0.00000   0.00000   0.00000   0.00000   0.00000
AUT  2005   52   0.00000   0.00000   0.00000   0.00000   0.00023
AUT  2005   53   0.00000   0.00000   0.00005   0.00000   0.00000
AUT  2005   54   0.00000   0.00000   0.00000   0.00000   0.00000
AUT  2005   55+  0.00000   0.00009   0.00005   0.00000   0.00000
AUT  2006   12-  0.00000         .         .         .         .
AUT  2006   13   0.00004         .         .         .         .
AUT  2006   14   0.00033   0.00000         .         .         .
AUT  2006   15   0.00142   0.00000         .         .         .
AUT  2006   16   0.00430   0.02832         .         .         .
AUT  2006   17   0.00851   0.04248   0.05504         .         .
AUT  2006   18   0.01492   0.06721   0.01309         .         .
AUT  2006   19   0.02575   0.09799   0.08108   0.19947         .
AUT  2006   20   0.03281   0.10125   0.10797   0.09196         .
AUT  2006   21   0.03727   0.11655   0.09510   0.09566   0.00000
AUT  2006   22   0.04060   0.13234   0.07727   0.10487   0.00000
AUT  2006   23   0.04501   0.14901   0.09250   0.09947   0.04339
AUT  2006   24   0.05394   0.14732   0.07358   0.08399   0.11094
AUT  2006   25   0.06090   0.15078   0.07606   0.07770   0.10573
AUT  2006   26   0.06789   0.15459   0.07418   0.08727   0.09595
AUT  2006   27   0.07643   0.17457   0.06857   0.07262   0.10678
AUT  2006   28   0.08551   0.16168   0.07244   0.06646   0.09744
AUT  2006   29   0.08866   0.15455   0.06623   0.06416   0.07417
AUT  2006   30   0.09656   0.15182   0.05810   0.06082   0.04927
AUT  2006   31   0.09854   0.14158   0.04821   0.06133   0.06648
AUT  2006   32   0.09171   0.13423   0.04713   0.04730   0.06704
AUT  2006   33   0.07883   0.11823   0.04081   0.04856   0.06389
AUT  2006   34   0.07341   0.10587   0.03557   0.04145   0.05218
AUT  2006   35   0.06518   0.08173   0.03038   0.03028   0.05210
AUT  2006   36   0.05156   0.06652   0.02452   0.02767   0.04714
AUT  2006   37   0.04463   0.04931   0.01956   0.02512   0.03808
AUT  2006   38   0.03249   0.03822   0.01555   0.02029   0.03321
AUT  2006   39   0.02578   0.02832   0.01117   0.01504   0.02499
AUT  2006   40   0.02020   0.01929   0.00765   0.01128   0.02277
AUT  2006   41   0.01088   0.01228   0.00582   0.00852   0.01764
AUT  2006   42   0.00581   0.00779   0.00352   0.00473   0.01258
AUT  2006   43   0.00404   0.00305   0.00145   0.00326   0.00637
