Conditional fertility rates by calendar year, age and birth order
Last modified: 23/05/2024
Code Year  Age       m1x       m2x       m3x       m4x      m5px
EST  1986   51   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1986   52   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1986   53   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1986   54   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1986   55+  0.00000   0.00000   0.00000   0.00000   0.00000
EST  1987   12-  0.00000         .         .         .         .
EST  1987   13   0.00000         .         .         .         .
EST  1987   14   0.00004         .         .         .         .
EST  1987   15   0.00060   0.00000         .         .         .
EST  1987   16   0.00697   0.02111         .         .         .
EST  1987   17   0.02273   0.03616   0.00000         .         .
EST  1987   18   0.06404   0.06613   0.09991         .         .
EST  1987   19   0.13671   0.11176   0.03191         .         .
EST  1987   20   0.17970   0.13270   0.07230   0.00000         .
EST  1987   21   0.22368   0.16058   0.08256   0.03860         .
EST  1987   22   0.24451   0.18404   0.07580   0.03594   0.00000
EST  1987   23   0.24929   0.19283   0.07361   0.05612   0.20776
EST  1987   24   0.25413   0.18799   0.06393   0.09426   0.12974
EST  1987   25   0.25891   0.17811   0.06701   0.08430   0.16445
EST  1987   26   0.25953   0.16946   0.06019   0.07567   0.16307
EST  1987   27   0.29764   0.17205   0.06232   0.06806   0.18068
EST  1987   28   0.25322   0.13988   0.04613   0.05160   0.13822
EST  1987   29   0.20585   0.13622   0.04595   0.04980   0.15149
EST  1987   30   0.21343   0.13279   0.04307   0.05090   0.14275
EST  1987   31   0.14734   0.11813   0.04005   0.03404   0.13162
EST  1987   32   0.08580   0.08809   0.02954   0.03976   0.11276
EST  1987   33   0.07656   0.07941   0.03022   0.04221   0.10434
EST  1987   34   0.06617   0.06596   0.02500   0.03973   0.09809
EST  1987   35   0.06589   0.05854   0.02383   0.03302   0.11447
EST  1987   36   0.05161   0.03563   0.02084   0.02429   0.07991
EST  1987   37   0.04168   0.02695   0.01851   0.02396   0.08715
EST  1987   38   0.03402   0.02276   0.01101   0.01607   0.06354
EST  1987   39   0.02751   0.01443   0.01006   0.01499   0.06395
EST  1987   40   0.01010   0.01027   0.00620   0.01070   0.02979
EST  1987   41   0.01105   0.00471   0.00218   0.01264   0.03635
EST  1987   42   0.00664   0.00373   0.00138   0.00890   0.01615
EST  1987   43   0.00247   0.00244   0.00199   0.00363   0.00807
EST  1987   44   0.00212   0.00087   0.00052   0.00087   0.00398
EST  1987   45   0.00000   0.00000   0.00042   0.00147   0.00340
EST  1987   46   0.00094   0.00032   0.00040   0.00000   0.00000
EST  1987   47   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1987   48   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1987   49   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1987   50   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1987   51   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1987   52   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1987   53   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1987   54   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1987   55+  0.00000   0.00000   0.00000   0.00000   0.00000
EST  1988   12-  0.00000         .         .         .         .
EST  1988   13   0.00000         .         .         .         .
EST  1988   14   0.00007         .         .         .         .
EST  1988   15   0.00085         .         .         .         .
EST  1988   16   0.00499   0.02512         .         .         .
EST  1988   17   0.02389   0.02539         .         .         .
EST  1988   18   0.06446   0.08649   0.16259         .         .
EST  1988   19   0.13429   0.10125   0.10114   0.13560         .
EST  1988   20   0.19934   0.13647   0.07759   0.00000         .
EST  1988   21   0.23115   0.15547   0.08677   0.01681         .
EST  1988   22   0.25196   0.16981   0.07405   0.07387   0.00000
EST  1988   23   0.24820   0.17991   0.07671   0.07826   0.10013
EST  1988   24   0.23697   0.18231   0.06766   0.08351   0.15103
EST  1988   25   0.23867   0.18235   0.06098   0.11161   0.21633
EST  1988   26   0.23709   0.17134   0.06071   0.08139   0.15322
EST  1988   27   0.26735   0.15687   0.05852   0.08481   0.17666
EST  1988   28   0.31508   0.14514   0.05666   0.06750   0.13619
EST  1988   29   0.23415   0.13344   0.05153   0.06557   0.12400
EST  1988   30   0.20298   0.12477   0.04434   0.06642   0.11549
EST  1988   31   0.19563   0.09797   0.04453   0.06179   0.14263
EST  1988   32   0.12232   0.08229   0.03430   0.05583   0.12981
EST  1988   33   0.09048   0.08141   0.03418   0.04229   0.11191
EST  1988   34   0.08453   0.06055   0.02989   0.03293   0.09269
EST  1988   35   0.06459   0.04838   0.02399   0.02591   0.08878
EST  1988   36   0.04643   0.04160   0.01851   0.03200   0.07677
EST  1988   37   0.04844   0.02610   0.01662   0.03091   0.05573
EST  1988   38   0.04456   0.01948   0.01196   0.01950   0.06573
EST  1988   39   0.02794   0.01273   0.00957   0.01698   0.06092
EST  1988   40   0.01604   0.01175   0.00645   0.01008   0.05992
EST  1988   41   0.01843   0.00515   0.00517   0.00566   0.03598
EST  1988   42   0.00620   0.00274   0.00266   0.00589   0.03035
EST  1988   43   0.00535   0.00234   0.00110   0.00534   0.01997
EST  1988   44   0.00249   0.00049   0.00000   0.00000   0.00201
EST  1988   45   0.00106   0.00000   0.00052   0.00000   0.00199
EST  1988   46   0.00000   0.00000   0.00000   0.00000   0.00511
EST  1988   47   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1988   48   0.00000   0.00032   0.00000   0.00076   0.00177
EST  1988   49   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1988   50   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1988   51   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1988   52   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1988   53   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1988   54   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1988   55+  0.00000   0.00000   0.00000   0.00000   0.00000
EST  1989   12-  0.00000         .         .         .         .
EST  1989   13   0.00018         .         .         .         .
EST  1989   14   0.00009         .         .         .         .
EST  1989   15   0.00206   0.00000         .         .         .
EST  1989   16   0.01196   0.05326         .         .         .
EST  1989   17   0.03351   0.04614   0.17407         .         .
EST  1989   18   0.08463   0.08708   0.05748         .         .
EST  1989   19   0.14159   0.10975   0.11335   0.00000         .
EST  1989   20   0.19463   0.13279   0.07260   0.03535         .
EST  1989   21   0.22057   0.16444   0.06619   0.12485         .
EST  1989   22   0.22806   0.15023   0.07000   0.13585   0.00000
EST  1989   23   0.23493   0.17218   0.08137   0.09560   0.23204
EST  1989   24   0.23530   0.18203   0.08339   0.09407   0.06123
EST  1989   25   0.21224   0.17255   0.07335   0.06805   0.07023
EST  1989   26   0.21808   0.16091   0.06416   0.07681   0.12345
EST  1989   27   0.20886   0.15181   0.06233   0.08248   0.17545
EST  1989   28   0.25184   0.13236   0.05778   0.07979   0.11100
EST  1989   29   0.27349   0.11661   0.05511   0.06082   0.16791
EST  1989   30   0.22294   0.10999   0.04567   0.06529   0.10944
EST  1989   31   0.17209   0.09221   0.04080   0.04058   0.12509
EST  1989   32   0.13184   0.07962   0.03563   0.04670   0.08988
EST  1989   33   0.09484   0.06880   0.02975   0.04905   0.10840
EST  1989   34   0.07521   0.05853   0.02795   0.03651   0.09796
EST  1989   35   0.05339   0.04220   0.02482   0.04031   0.09046
EST  1989   36   0.06838   0.03448   0.01760   0.02693   0.09447
EST  1989   37   0.04653   0.02574   0.01745   0.02562   0.07379
EST  1989   38   0.04631   0.01863   0.00908   0.02501   0.07329
EST  1989   39   0.03668   0.01751   0.00613   0.01598   0.06651
EST  1989   40   0.02083   0.00788   0.00539   0.01014   0.02873
EST  1989   41   0.01648   0.00512   0.00347   0.00667   0.02340
EST  1989   42   0.00884   0.00240   0.00238   0.00817   0.02556
EST  1989   43   0.00131   0.00249   0.00070   0.00081   0.00935
EST  1989   44   0.00133   0.00048   0.00054   0.00000   0.00399
EST  1989   45         .         .         .         .         .
EST  1989   46         .         .         .         .         .
EST  1989   47         .         .         .         .         .
EST  1989   48         .         .         .         .         .
EST  1989   49         .         .         .         .         .
EST  1989   50         .         .         .         .         .
EST  1989   51         .         .         .         .         .
EST  1989   52         .         .         .         .         .
EST  1989   53         .         .         .         .         .
EST  1989   54         .         .         .         .         .
EST  1989   55+        .         .         .         .         .
EST  1990   12-  0.00000         .         .         .         .
EST  1990   13   0.00009         .         .         .         .
EST  1990   14   0.00009         .         .         .         .
EST  1990   15   0.00224   0.00000         .         .         .
EST  1990   16   0.01241   0.04799         .         .         .
EST  1990   17   0.03789   0.09979   0.06955         .         .
EST  1990   18   0.08831   0.08865   0.02034         .         .
EST  1990   19   0.14263   0.08990   0.05289   0.00000         .
EST  1990   20   0.18449   0.13246   0.05909   0.07669         .
EST  1990   21   0.21729   0.13134   0.07377   0.06085         .
EST  1990   22   0.21152   0.14635   0.08975   0.06945   0.19484
EST  1990   23   0.23193   0.14833   0.07102   0.06191   0.25049
EST  1990   24   0.21110   0.14966   0.05831   0.09390   0.20216
EST  1990   25   0.20455   0.14234   0.06392   0.09236   0.20251
EST  1990   26   0.19134   0.13704   0.06203   0.07872   0.15184
EST  1990   27   0.18043   0.14248   0.05187   0.05928   0.16762
EST  1990   28   0.18623   0.11939   0.04734   0.06038   0.12011
EST  1990   29   0.20924   0.10306   0.04353   0.06466   0.13168
EST  1990   30   0.23691   0.08425   0.03908   0.04642   0.12365
EST  1990   31   0.21445   0.07645   0.03993   0.04394   0.10669
EST  1990   32   0.15995   0.07624   0.03473   0.04440   0.07843
EST  1990   33   0.13362   0.05647   0.03138   0.03648   0.12839
EST  1990   34   0.05709   0.05220   0.02808   0.03894   0.06904
EST  1990   35   0.06274   0.03845   0.02435   0.03466   0.05962
EST  1990   36   0.05319   0.03483   0.01530   0.03156   0.07619
EST  1990   37   0.05082   0.01907   0.01361   0.02682   0.05257
EST  1990   38   0.04553   0.01909   0.00989   0.01257   0.05847
EST  1990   39   0.04875   0.01172   0.00736   0.01636   0.05201
EST  1990   40   0.01982   0.00867   0.00397   0.01844   0.03048
EST  1990   41   0.00653   0.00316   0.00506   0.00715   0.02230
EST  1990   42   0.00911   0.00137   0.00174   0.00599   0.01811
EST  1990   43   0.00740   0.00069   0.00158   0.00204   0.01682
EST  1990   44   0.00132   0.00209   0.00023   0.00162   0.00935
EST  1990   45   0.00000   0.00049   0.00000   0.00272   0.00399
EST  1990   46         .         .         .         .         .
EST  1990   47         .         .         .         .         .
EST  1990   48         .         .         .         .         .
EST  1990   49         .         .         .         .         .
EST  1990   50         .         .         .         .         .
EST  1990   51         .         .         .         .         .
EST  1990   52         .         .         .         .         .
EST  1990   53         .         .         .         .         .
EST  1990   54         .         .         .         .         .
EST  1990   55+        .         .         .         .         .
EST  1991   12-  0.00000         .         .         .         .
EST  1991   13   0.00018         .         .         .         .
EST  1991   14   0.00037         .         .         .         .
EST  1991   15   0.00269   0.00000         .         .         .
EST  1991   16   0.01397   0.04192         .         .         .
EST  1991   17   0.04046   0.04606   0.00000         .         .
EST  1991   18   0.08639   0.08544   0.11875         .         .
EST  1991   19   0.13383   0.08795   0.02556   0.00000         .
EST  1991   20   0.18080   0.11571   0.04558   0.00000         .
EST  1991   21   0.19118   0.12193   0.07165   0.16791         .
EST  1991   22   0.19961   0.12311   0.06890   0.07471   0.00000
EST  1991   23   0.19968   0.11936   0.07407   0.09283   0.17168
EST  1991   24   0.18696   0.12845   0.05945   0.07291   0.13234
EST  1991   25   0.17740   0.10386   0.05084   0.07955   0.17034
EST  1991   26   0.17036   0.12034   0.04765   0.06196   0.15545
EST  1991   27   0.13297   0.11628   0.04381   0.06701   0.08945
EST  1991   28   0.14266   0.09671   0.04482   0.06358   0.12159
EST  1991   29   0.14416   0.08732   0.03828   0.04682   0.13366
EST  1991   30   0.18952   0.07386   0.02591   0.06345   0.10562
EST  1991   31   0.26722   0.05868   0.03148   0.03613   0.08064
EST  1991   32   0.22095   0.05078   0.02117   0.02982   0.08220
EST  1991   33   0.11015   0.04764   0.02328   0.02907   0.08195
EST  1991   34   0.12707   0.03133   0.01856   0.02352   0.09412
EST  1991   35   0.05731   0.03609   0.01779   0.02115   0.06646
EST  1991   36   0.05702   0.02638   0.01727   0.02009   0.04894
EST  1991   37   0.04386   0.02278   0.00799   0.01846   0.04482
EST  1991   38   0.03976   0.01546   0.00907   0.01867   0.05243
EST  1991   39   0.01995   0.01098   0.00628   0.01008   0.03892
EST  1991   40   0.02779   0.00789   0.00511   0.00361   0.03008
EST  1991   41   0.01014   0.00269   0.00272   0.00428   0.03451
EST  1991   42   0.00828   0.00255   0.00176   0.00597   0.01518
EST  1991   43   0.00307   0.00138   0.00039   0.00267   0.00984
EST  1991   44   0.00298   0.00173   0.00000   0.00068   0.00337
EST  1991   45   0.00133   0.00084   0.00000   0.00000   0.00188
EST  1991   46   0.00270   0.00049   0.00000   0.00000   0.00000
EST  1991   47         .         .         .         .         .
EST  1991   48         .         .         .         .         .
EST  1991   49         .         .         .         .         .
EST  1991   50         .         .         .         .         .
EST  1991   51         .         .         .         .         .
EST  1991   52         .         .         .         .         .
EST  1991   53         .         .         .         .         .
EST  1991   54         .         .         .         .         .
EST  1991   55+        .         .         .         .         .
EST  1992   12-  0.00000         .         .         .         .
EST  1992   13   0.00000         .         .         .         .
EST  1992   14   0.00075         .         .         .         .
EST  1992   15   0.00284   0.00000         .         .         .
EST  1992   16   0.01300   0.02805         .         .         .
EST  1992   17   0.03870   0.05937   0.06995         .         .
EST  1992   18   0.07809   0.07745   0.00000         .         .
EST  1992   19   0.12572   0.10266   0.04097   0.00000         .
EST  1992   20   0.16870   0.09779   0.07180   0.13851         .
EST  1992   21   0.18146   0.11238   0.05893   0.02390         .
EST  1992   22   0.18510   0.11175   0.06531   0.12459   0.07595
EST  1992   23   0.19472   0.11417   0.06719   0.06696   0.11138
EST  1992   24   0.18205   0.11127   0.05552   0.08499   0.08578
EST  1992   25   0.15896   0.11895   0.05308   0.07984   0.14669
EST  1992   26   0.16918   0.10394   0.05076   0.05159   0.16537
EST  1992   27   0.13322   0.09337   0.04242   0.06505   0.08823
EST  1992   28   0.10933   0.09251   0.03626   0.05787   0.11367
EST  1992   29   0.12854   0.08013   0.03310   0.04672   0.09712
EST  1992   30   0.17772   0.06177   0.02997   0.04477   0.09690
EST  1992   31   0.21568   0.06547   0.02660   0.03380   0.08819
EST  1992   32   0.22391   0.04843   0.02411   0.03676   0.09373
EST  1992   33   0.12827   0.04230   0.02282   0.03033   0.08280
EST  1992   34   0.11416   0.03074   0.01874   0.02460   0.07580
EST  1992   35   0.06693   0.03188   0.01455   0.02053   0.07439
EST  1992   36   0.05522   0.02428   0.01214   0.01605   0.06284
EST  1992   37   0.04337   0.01933   0.01005   0.01970   0.05204
EST  1992   38   0.04528   0.01279   0.00837   0.01569   0.03944
EST  1992   39   0.03227   0.00911   0.00600   0.00914   0.04903
EST  1992   40   0.01879   0.00563   0.00499   0.00659   0.03602
EST  1992   41   0.03133   0.00302   0.00288   0.00486   0.02419
EST  1992   42   0.01466   0.00205   0.00185   0.00186   0.01885
EST  1992   43   0.00340   0.00195   0.00107   0.00243   0.01255
EST  1992   44   0.00157   0.00000   0.00099   0.00204   0.00331
EST  1992   45   0.00000   0.00035   0.00040   0.00000   0.00000
EST  1992   46   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1992   47   0.00137   0.00000   0.00000   0.00000   0.00000
EST  1992   48         .         .         .         .         .
EST  1992   49         .         .         .         .         .
EST  1992   50         .         .         .         .         .
EST  1992   51         .         .         .         .         .
EST  1992   52         .         .         .         .         .
EST  1992   53         .         .         .         .         .
EST  1992   54         .         .         .         .         .
EST  1992   55+        .         .         .         .         .
EST  1993   12-  0.00000         .         .         .         .
EST  1993   13   0.00000         .         .         .         .
EST  1993   14   0.00010         .         .         .         .
EST  1993   15   0.00255   0.00000         .         .         .
EST  1993   16   0.01400   0.05219         .         .         .
EST  1993   17   0.03299   0.05963   0.00000         .         .
EST  1993   18   0.06964   0.05255   0.05847         .         .
EST  1993   19   0.10795   0.08134   0.04933   0.00000         .
EST  1993   20   0.13341   0.09764   0.07448   0.03905         .
EST  1993   21   0.13759   0.09166   0.05929   0.04095         .
EST  1993   22   0.15744   0.08790   0.06935   0.05385   0.08862
EST  1993   23   0.15711   0.10234   0.07071   0.07441   0.20096
EST  1993   24   0.15402   0.10120   0.06228   0.07746   0.11446
EST  1993   25   0.13614   0.10477   0.04789   0.10267   0.20232
EST  1993   26   0.13601   0.09524   0.04717   0.08635   0.10893
EST  1993   27   0.12144   0.09172   0.04289   0.06208   0.14782
EST  1993   28   0.10708   0.08718   0.03718   0.05087   0.09724
EST  1993   29   0.09708   0.07619   0.03772   0.04861   0.08036
EST  1993   30   0.09685   0.06066   0.02575   0.04688   0.09277
EST  1993   31   0.11653   0.04130   0.02417   0.03346   0.07602
EST  1993   32   0.14706   0.03940   0.02190   0.02053   0.07885
EST  1993   33   0.19601   0.03396   0.01794   0.02471   0.07459
EST  1993   34   0.16194   0.02513   0.01184   0.02624   0.05577
EST  1993   35   0.07521   0.02280   0.01005   0.02254   0.07362
EST  1993   36   0.08446   0.02002   0.00660   0.01434   0.04857
EST  1993   37   0.03717   0.01560   0.00894   0.01164   0.04455
EST  1993   38   0.02859   0.01280   0.00771   0.01203   0.04012
EST  1993   39   0.02882   0.00750   0.00564   0.01045   0.03785
EST  1993   40   0.01865   0.00384   0.00207   0.00746   0.02789
EST  1993   41   0.00654   0.00341   0.00201   0.00675   0.01978
EST  1993   42   0.00752   0.00241   0.00184   0.00373   0.01384
EST  1993   43   0.00216   0.00070   0.00019   0.00191   0.00591
EST  1993   44   0.00174   0.00066   0.00018   0.00124   0.01421
EST  1993   45   0.00482   0.00000   0.00041   0.00069   0.00169
EST  1993   46   0.00000   0.00000   0.00041   0.00000   0.00000
EST  1993   47   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1993   48   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1993   49         .         .         .         .         .
EST  1993   50         .         .         .         .         .
EST  1993   51         .         .         .         .         .
EST  1993   52         .         .         .         .         .
EST  1993   53         .         .         .         .         .
EST  1993   54         .         .         .         .         .
EST  1993   55+        .         .         .         .         .
EST  1994   12-  0.00000         .         .         .         .
EST  1994   13   0.00000         .         .         .         .
EST  1994   14   0.00050         .         .         .         .
EST  1994   15   0.00260   0.00000         .         .         .
EST  1994   16   0.01064   0.06762         .         .         .
EST  1994   17   0.03164   0.04597   0.25697         .         .
EST  1994   18   0.05674   0.06401   0.09345         .         .
EST  1994   19   0.10224   0.08016   0.07282   0.00000         .
EST  1994   20   0.12079   0.08693   0.06789   0.10438         .
EST  1994   21   0.12998   0.10053   0.09805   0.03718         .
EST  1994   22   0.13836   0.09775   0.04739   0.10997   0.15681
EST  1994   23   0.14652   0.09003   0.07019   0.08579   0.09111
EST  1994   24   0.15142   0.09408   0.06824   0.05790   0.14799
EST  1994   25   0.13024   0.09222   0.05582   0.07958   0.14508
EST  1994   26   0.13455   0.08846   0.04602   0.07312   0.10409
EST  1994   27   0.11483   0.08696   0.03924   0.08325   0.07719
EST  1994   28   0.09930   0.06702   0.03172   0.06221   0.10856
EST  1994   29   0.08178   0.07489   0.03462   0.03596   0.11843
EST  1994   30   0.08545   0.05866   0.02331   0.04474   0.09154
EST  1994   31   0.08095   0.05324   0.02645   0.04346   0.07684
EST  1994   32   0.09589   0.03800   0.01989   0.02883   0.07536
EST  1994   33   0.13389   0.02855   0.01429   0.02529   0.07846
EST  1994   34   0.18127   0.02939   0.01550   0.02470   0.07384
EST  1994   35   0.10738   0.02295   0.01082   0.01706   0.06469
EST  1994   36   0.08427   0.01619   0.01012   0.01501   0.03911
EST  1994   37   0.05080   0.01599   0.00787   0.01446   0.04788
EST  1994   38   0.02055   0.01145   0.00512   0.00999   0.04724
EST  1994   39   0.01863   0.00710   0.00422   0.01105   0.02849
EST  1994   40   0.00839   0.00475   0.00250   0.00377   0.02568
EST  1994   41   0.00528   0.00321   0.00308   0.00317   0.02341
EST  1994   42   0.00449   0.00174   0.00037   0.00374   0.01535
EST  1994   43   0.00257   0.00070   0.00075   0.00190   0.01243
EST  1994   44   0.00000   0.00072   0.00135   0.00065   0.00000
EST  1994   45   0.00000   0.00034   0.00019   0.00063   0.00144
EST  1994   46   0.00000   0.00000   0.00000   0.00000   0.00172
EST  1994   47   0.00000   0.00000   0.00000   0.00000   0.00177
EST  1994   48   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1994   49   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1994   50         .         .         .         .         .
EST  1994   51         .         .         .         .         .
EST  1994   52         .         .         .         .         .
EST  1994   53         .         .         .         .         .
EST  1994   54         .         .         .         .         .
EST  1994   55+        .         .         .         .         .
EST  1995   12-  0.00000         .         .         .         .
EST  1995   13   0.00000         .         .         .         .
EST  1995   14   0.00049         .         .         .         .
EST  1995   15   0.00416   0.00000         .         .         .
EST  1995   16   0.01173   0.09144         .         .         .
EST  1995   17   0.02529   0.05194   0.07241         .         .
EST  1995   18   0.05860   0.06685   0.05126         .         .
EST  1995   19   0.09046   0.07160   0.02683   0.00000         .
EST  1995   20   0.10656   0.09239   0.06071   0.00000         .
EST  1995   21   0.12573   0.09734   0.08224   0.01950         .
EST  1995   22   0.12175   0.09424   0.06985   0.13285   0.10363
EST  1995   23   0.13390   0.08614   0.04928   0.10006   0.35922
EST  1995   24   0.12577   0.10103   0.04729   0.09649   0.08369
EST  1995   25   0.13021   0.09407   0.04166   0.08690   0.15136
EST  1995   26   0.12043   0.08588   0.04403   0.06620   0.12903
EST  1995   27   0.11620   0.08482   0.04791   0.06325   0.15687
EST  1995   28   0.10116   0.08052   0.03866   0.04641   0.11180
EST  1995   29   0.07450   0.06702   0.02868   0.05186   0.12424
EST  1995   30   0.09660   0.06625   0.02956   0.03900   0.10143
EST  1995   31   0.07982   0.04692   0.02375   0.02909   0.11335
EST  1995   32   0.07063   0.04131   0.02078   0.02133   0.07120
EST  1995   33   0.10190   0.02962   0.01826   0.03341   0.05755
EST  1995   34   0.11293   0.02570   0.01370   0.02314   0.04996
EST  1995   35   0.18543   0.02056   0.01216   0.01610   0.04792
EST  1995   36   0.09919   0.01971   0.00952   0.01998   0.05365
EST  1995   37   0.07885   0.01344   0.00840   0.01023   0.05065
EST  1995   38   0.03458   0.00872   0.00726   0.01032   0.03825
EST  1995   39   0.02670   0.00694   0.00353   0.00654   0.02500
EST  1995   40   0.01180   0.00616   0.00428   0.00886   0.01566
EST  1995   41   0.00516   0.00187   0.00235   0.00638   0.03033
EST  1995   42   0.00539   0.00036   0.00078   0.00064   0.00943
EST  1995   43   0.00458   0.00106   0.00038   0.00127   0.01245
EST  1995   44   0.00262   0.00036   0.00019   0.00064   0.00157
EST  1995   45   0.00448   0.00073   0.00000   0.00000   0.00152
EST  1995   46   0.00000   0.00000   0.00019   0.00000   0.00147
EST  1995   47   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1995   48   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1995   49   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1995   50   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1995   51         .         .         .         .         .
EST  1995   52         .         .         .         .         .
EST  1995   53         .         .         .         .         .
EST  1995   54         .         .         .         .         .
EST  1995   55+        .         .         .         .         .
EST  1996   12-  0.00000         .         .         .         .
EST  1996   13   0.00000         .         .         .         .
EST  1996   14   0.00039         .         .         .         .
EST  1996   15   0.00319   0.00000         .         .         .
EST  1996   16   0.00985   0.07491         .         .         .
EST  1996   17   0.03049   0.03806   0.28999         .         .
EST  1996   18   0.04986   0.05167   0.06162         .         .
EST  1996   19   0.08507   0.07463   0.10517   0.14564         .
EST  1996   20   0.10496   0.08146   0.08136   0.00000         .
EST  1996   21   0.11365   0.08551   0.07702   0.12374         .
EST  1996   22   0.12556   0.08372   0.07219   0.07517   0.26927
EST  1996   23   0.11571   0.08502   0.07396   0.10013   0.19207
EST  1996   24   0.12454   0.08114   0.04777   0.07290   0.23564
EST  1996   25   0.13389   0.09458   0.04346   0.09049   0.10195
EST  1996   26   0.12721   0.08503   0.04642   0.06640   0.15033
EST  1996   27   0.11341   0.07934   0.04152   0.07757   0.14110
EST  1996   28   0.10373   0.07673   0.03601   0.04318   0.11146
EST  1996   29   0.10768   0.07414   0.03397   0.03726   0.09227
EST  1996   30   0.08360   0.05661   0.02638   0.04259   0.08426
EST  1996   31   0.07377   0.06008   0.03045   0.03889   0.10033
EST  1996   32   0.05995   0.04770   0.02621   0.03090   0.10260
EST  1996   33   0.07150   0.03065   0.02031   0.02832   0.06462
EST  1996   34   0.05967   0.02952   0.01764   0.02290   0.04198
EST  1996   35   0.09916   0.02136   0.01382   0.02418   0.07099
EST  1996   36   0.19724   0.01819   0.01115   0.01851   0.04749
EST  1996   37   0.07495   0.01386   0.00869   0.01354   0.04430
EST  1996   38   0.06374   0.01194   0.00582   0.01209   0.03775
EST  1996   39   0.02596   0.00701   0.00465   0.00855   0.02568
EST  1996   40   0.01104   0.00409   0.00510   0.00718   0.02052
EST  1996   41   0.00906   0.00515   0.00303   0.00356   0.01283
EST  1996   42   0.00878   0.00152   0.00159   0.00194   0.00916
EST  1996   43   0.00550   0.00147   0.00099   0.00195   0.00952
EST  1996   44   0.00000   0.00000   0.00116   0.00000   0.00471
EST  1996   45   0.00000   0.00000   0.00000   0.00065   0.00160
EST  1996   46   0.00000   0.00000   0.00000   0.00000   0.00154
EST  1996   47   0.00000   0.00035   0.00000   0.00000   0.00149
EST  1996   48   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1996   49   0.00000   0.00000   0.00000   0.00074   0.00000
EST  1996   50   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1996   51   0.00000   0.00000   0.00000   0.00000   0.00000
EST  1996   52         .         .         .         .         .
EST  1996   53         .         .         .         .         .
EST  1996   54         .         .         .         .         .
EST  1996   55+        .         .         .         .         .
EST  1997   12-  0.00000         .         .         .         .
EST  1997   13   0.00019         .         .         .         .
EST  1997   14   0.00047         .         .         .         .
EST  1997   15   0.00305   0.04416         .         .         .
EST  1997   16   0.00952   0.01148         .         .         .
EST  1997   17   0.02858   0.04436   0.00000         .         .
EST  1997   18   0.04580   0.06171   0.08780         .         .
EST  1997   19   0.06845   0.06768   0.03249   0.13557         .
EST  1997   20   0.08635   0.07587   0.03567   0.06794         .
EST  1997   21   0.10103   0.08184   0.08033   0.00000         .
EST  1997   22   0.10467   0.07806   0.07267   0.03617   0.16808
EST  1997   23   0.10539   0.07388   0.06157   0.08756   0.16698
EST  1997   24   0.11660   0.08532   0.04669   0.09267   0.14441
EST  1997   25   0.12971   0.08642   0.03905   0.08429   0.16905
EST  1997   26   0.12431   0.08766   0.03880   0.07742   0.10193
EST  1997   27   0.10795   0.08664   0.04102   0.06663   0.16449
EST  1997   28   0.10144   0.08751   0.04117   0.03562   0.16001
EST  1997   29   0.09892   0.07004   0.03212   0.03740   0.09589
EST  1997   30   0.07687   0.07102   0.02982   0.02872   0.09459
EST  1997   31   0.09247   0.05700   0.02692   0.03390   0.07234
EST  1997   32   0.05537   0.04027   0.02451   0.03791   0.09258
EST  1997   33   0.05325   0.04029   0.01995   0.01730   0.06710
EST  1997   34   0.05862   0.03248   0.02062   0.01967   0.06680
EST  1997   35   0.06673   0.02709   0.01508   0.02963   0.05657
EST  1997   36   0.08097   0.01990   0.00964   0.01752   0.05518
EST  1997   37   0.15724   0.01590   0.00838   0.01121   0.04446
EST  1997   38   0.08143   0.01177   0.00725   0.00528   0.03585
EST  1997   39   0.02566   0.00928   0.00470   0.00785   0.02674
EST  1997   40   0.01614   0.00524   0.00431   0.00673   0.02843
